Context,Answer 
Is it safe to use fans or air conditioning in an accommodation?,"Ventilation is an important factor in preventing the virus that causes COVID-19 from spreading. Recirculated air from split air conditioning units, fan coils or any system that runs with a recirculation mode should be avoided where possible, unless in a single occupancy room with no one else present. If recirculation is unavoidable, increase outdoor air exchange by opening windows, if possible and safe to do so, and minimize air blowing from one person directly at another. Floor or ceiling fans can provide ventilation when the people occupying the room are from the same household, but are not recommended when travelers from different households are together."
Can you get the virus from people who were in the room previous to you?,"Hotels and other accommodations should have procedures for cleaning, disinfecting and ventilating the room properly between every guest’s stay. These processes allow the accommodations to be used immediately afterward. If these procedures are followed, there is no need to leave the room empty between guests."
What should travelers do if they get sick while at an accommodation facility?,"If a guest develops symptoms of COVID-19, such as fever, dry cough or tiredness, they should notify the facility manager and seek medical advice by contacting local health authorities. The guest should isolate from others, including fellow travelers. If the guest cannot be isolated or staff need to enter the room, the ill person should put on a medical mask, and people nearby should also wear a mask.  If the medical mask cannot be tolerated by the ill person, then he or she should cough or sneeze into a bent elbow or use tissues to cover the mouth, and discard the tissue immediately into a closed waste bag."
"As a smoker, is my risk of getting the COVID-19 virus higher than that of a non-smoker?","At the time of preparing this Q&A, there are no peer-reviewed studies that have evaluated the risk of SARS-CoV-2 infection associated with smoking. However, tobacco smokers (cigarettes, waterpipes, bidis, cigars, heated tobacco products) may be more vulnerable to contracting COVID-19, as the act of smoking involves contact of fingers (and possibly contaminated cigarettes) with the lips, which increases the possibility of transmission of viruses from hand to mouth. Smoking waterpipes, also known as shisha or hookah, often involves the sharing of mouth pieces and hoses, which could facilitate the transmission of the COVID-19 virus in communal and social settings."
"As a smoker, am I likely to get more severe symptoms if infected?",Smoking any kind of tobacco reduces lung capacity and increases the risk of many respiratory infections and can increase the severity of respiratory diseases. COVID-19 is an infectious disease that primarily attacks the lungs. Smoking impairs lung function making it harder for the body to fight off coronaviruses and other respiratory diseases.  Available research suggests that smokers are at higher risk of developing severe COVID-19 outcomes and death.
"As a vaper, am I more likely to be infected or to have more severe symptoms if infected?","There is no evidence about the relationship between e-cigarette use and COVID-19. However, existing evidence indicates that electronic nicotine delivery systems (ENDS) and electronic non-nicotine delivery systems (ENNDS), more commonly referred to as e-cigarettes, are harmful and increase the risk of heart disease and lung disorders.  Given that the COVID-19 virus affects the respiratory tract, the hand-to-mouth action of e-cigarette use  may increase the risk of infection."
"What about using smokeless tobacco, like chewing tobacco?","Using smokeless tobacco often involves some hand to mouth contact.  Another risk associated with using smokeless tobacco products, like chewing tobacco, is that the virus can be spread when the user spits out the excess saliva produced during the chewing process."
What does WHO recommend for tobacco users?,"Given the risks to health that tobacco use causes, WHO recommends quitting tobacco use.  Quitting will help your lungs and heart to work better from the moment you stop.  Within 20 minutes of quitting, elevated heart rate and blood pressure drop. After 12 hours, the carbon monoxide level in the bloodstream drops to normal. Within 2-12 weeks, circulation improves and lung function increases. After 1-9 months, coughing and shortness of breath decrease. Quitting will help to protect your loved ones, especially children, from exposure to second-hand smoke. WHO recommends the use of proven interventions such as toll-free quit lines, mobile text-messaging cessation programmes, and nicotine replacement therapies (NRTs), among others, for quitting tobacco use."
"What can I do to protect people from the risks associated with smoking, smokeless tobacco use and vaping?","If you smoke, use e cigarettes or use smokeless tobacco, now is a good time to quit completely.Do not share devices like waterpipes and e-cigarettes.Spread the word about the risks of smoking, using e-cigarettes  and using smokeless tobacco.Protect others from the harms of second-hand smoke.Know the importance of washing your hands, physical distancing, and not sharing any smoking or  e -cigarette products.Do not spit in public places"
Does nicotine use affect my chances in the context of COVID-19?,"There is currently insufficient information to confirm any link between tobacco or nicotine in the prevention or treatment of COVID-19. WHO urges researchers, scientists and the media to be cautious about amplifying unproven claims that tobacco or nicotine could reduce the risk of COVID-19. WHO is constantly evaluating new research, including that which examines the link between tobacco use, nicotine use, and COVID-19."
What precautions should I take during travel?,"During travel, everyone should clean hands frequently, cough or sneeze into a bent elbow or tissue, and try to maintain a physical distance of at least one metre from others. Travelers should follow the recommendations of the travel authorities regarding policies in the airport and of the airline for the flight."
Who should not travel?,"People with confirmed diagnoses of COVID-19 cases should be in isolation and not traveling. Anyone who has had contact with someone else confirmed with COVID-19 cases should be in quarantine and not travel. People aged 60 and over, and those with serious chronic illnesses or underlying health conditions should try to postpone travel, or take special precautions and wear a medical face mask continuously throughout the travel. Check the destination country for policies on what kind of tourism travel is allowed."
What is meant by “essential travel”?,"Essential travel is travel for emergencies and humanitarian actions (including emergency medical flights and medical evacuation). It includes essential personnel (including emergency responders and providers of public health technical support, critical personnel in transport sector such as seafarers and diplomatic officers) and repatriation to a home country."
"If I feel well but am in the high-risk category, should I travel?","People age 60 and over, and those with serious chronic diseases of underlying health conditions, should postpone or delay travel internationally to and from areas with community transmission, where there are many cases of COVID-19.  This is because people in the high-risk group more frequently get very sick after getting the disease, with some dying of it. If you have to travel in these circumstances, you should wear a medical  mask for more protection against the virus. However, masks do not mean you are fully protected. You should also clean your hands frequently, cough or sneeze into a bent elbow or tissue, and maintain a distance of at least 1 metre from others wherever possible."
How can ventilation reduce the risk of contracting COVID-19 in airplanes?,"Some airplanes have cabin air filtration systems equipped with HEPA filters which can remove viruses and germs quickly, minimizing the duration of the exposure to any potential infectious materials produced by a cough or sneeze. The cabin air system is designed to operate most efficiently by delivering approximately 50 percent outside air and 50 percent filtered, recirculated air. The air supply is essentially sterile and particle-free.  However, adequate ventilation is just one of the preventive measures to reduce the risk of COVID-19 transmission.  Other important measures include maintaining physical distance of at least 1 meter whenever possible, frequent hand hygiene and wearing a mask. Passengers should check with the airline company and the national or local guidelines about when and where to wear a mask while flying."
The travel company is asking me to wear a mask while traveling. Which kind of mask should I use?,"You should follow the advice of your travel company. If the type of mask is not specified then people 60 years and over, and those who have underlying health conditions, should wear a medical mask while traveling. This provides greater protection from others who may have the virus.People who feel healthy and have no symptoms can wear a fabric mask to prevent any virus they may have from spreading to others. Remember that wearing a mask does not provide full protection. You should always combine this with frequent hand cleaning, covering a cough or sneeze with a bent elbow or tissue, and maintaining at least a 1 metre distance from others wherever possible.Find out how to choose and wear a mask here."
Should I get an immunity certificate before travelling?,"The use of “immunity certificates” for international travel in the context of COVID-19 is not currently supported by scientific evidence and therefore not recommended by WHO.
 More evidence is needed to understand the effectiveness of rapid SARS-CoV-2 antibody tests. For more information, please refer to WHO scientific brief “Immunity passports”
 in the context of COVID-19, which will be updated as new evidence becomes available. Beyond
    the scientific considerations, there are ethical, legal and human rights aspects related to privacy of personal data, medical confidentiality, potential risk of falsification or engagement in risky behaviour, stigma and discrimination."
Could I be screened when I exit or arrive at my destination?,"Whether screening is conducted depends on the country policies and its risk benefit analysis. Exit and entry screening includes measures like temperature checking and checking for signs and symptoms (fever above 38°C, cough).  You may be asked to complete a form informing health authorities about your possible exposure to cases within the last two weeks (contact with patients among health care workers, visits to hospitals, sharing accommodation with a person sick with COVID-19, etc.). Symptomatic travellers and identified contacts will be asked to have a medical examination and be tested for COVID- 19. You should not be charged for these protective measures, including any required isolation and quarantine."
Should I use a digital contact tracing app while traveling?,Digital apps are now available in some countries to identify and inform travellers who may have been in contact with a person confirmed to have COVID-19 or had a positive test for COVID-19. They are effective only if a large proportion of the general population uses the app.  International travellers may have issues of compatibility and data sharing when crossing borders. Those considering an app are advised to review the legal and ethical aspects related to individual privacy and personal data protection.
Should I get a test before departure or upon arrival?,"Laboratory PCR testing (molecular testing for SARS-CoV-2) immediately prior to departure or on arrival may provide information about the status of travellers. However, laboratory results should be interpreted with caution, since a small proportion of false negative and false positive results may occur. If conducted, testing should be accompanied by a comprehensive COVID-19 follow up, for example, by advising departing travellers who have been tested to report any symptoms to local public health authorities. If the testing is conducted on arrival, all travellers should be provided with an emergency phone number in case symptoms develop. A relevant case management protocol should be followed in case of a positive test."
What happens if I have symptoms when arriving at my destination?,"If you have any symptoms or have had contact with people who have COVID-19, you may be asked to get an exam and be tested for COVID-19. Even if you don’t test positive, you should be provided with an emergency phone number to call in case symptoms develop later.  You should not be charged by the country for:examinations to determine your health statusrequired vaccinations or protective equipment on arrival (if these were not published at least 10 days earlier)appropriate isolation or quarantine facilitiesrequired certificates at the point of entry that document measures applied any baggage accompanying you"
What should I do after arriving at my destination?,"Travellers should self-monitor for any symptoms for 14 days after arrival. Report any symptoms and your travel history to local health facilities and follow national protocols. If you are confirmed to have COVID-19, you will be placed in isolation in a health facility or in self-isolation at home, depending on the country’s policies, and asked to provide a list of your contacts in the last 14 days. Your contacts will be placed under quarantine."
What should I do if I get sick while traveling?,"If you become ill during your travel, inform your travel attendant (plane, ship, train, etc.). You may be moved to a seat farther away from others. Ask for information on how to be seen by a health care provider and seek care immediately. Wear a mask continuously while you travel, frequently clean your hands with hand sanitizer, cover a cough or sneeze with a bent elbow or tissue, and maintain at least a 1 metre distance from others wherever possible. You should stop travelling as soon as feasible.If you are told you must quarantine or self-isolate yourself in a specific place, you should be provided with free, appropriate facilities and care, and not be asked to stay longer than 14 days."
"Are people with tuberculosis likely to be at increased risk of COVID-19 infection, illness and death?","While experience on COVID-19 infection in tuberculosis (TB) patients remains limited, it is anticipated that people ill with both TB and COVID-19 may have poorer treatment outcomes, especially if TB treatment is interrupted. Older age, diabetes and chronic      obstructive pulmonary disease (COPD) are linked with more severe COVID-19 and are      also risk factors for poor outcomes in TB.TB patients should take precautions as advised by health authorities to be protected from COVID-19 and continue their TB treatment as prescribed.People ill with COVID-19 and TB show similar symptoms such as cough, fever and
difficulty breathing. Both diseases attack primarily the lungs and although both
biological agents transmit mainly via close contact, the incubation period from
exposure to disease in TB is longer, often with a slow onset."
Do COVID-19 and tuberculosis spread in the same way?,"While both tuberculosis (TB) and COVID-19 spread by close contact between people the exact mode of transmission differs, explaining some differences in infection control measures to mitigate the two conditions.  TB bacilli remain suspended in the air in droplet nuclei for several hours after a TB patient coughs, sneezes, shouts, or sings, and people who inhale them can get infected. The size of these droplet nuclei is a key factor determining their infectiousness. Their concentration decreases with ventilation and exposure to direct sunlight.  COVID-19 transmission has primarily been attributed to the direct breathing of droplets expelled by someone with COVID-19 (people may be infectious before clinical features become apparent). Droplets produced by coughing, sneezing, exhaling and speaking may land on objects and surfaces, and contacts can get infected with COVID-19 by touching them and then touching their eyes, nose or mouth . Handwashing, in addition to respiratory precautions, are thus important in the control of COVID-19."
What is the potential impact of COVID-19 pandemic on essential tuberculosis services?,"Modelling work suggests that if the COVID-19 pandemic led to a global reduction of 25% in expected TB detection for 3 months – a realistic possibility given the levels of disruption in TB services being observed in multiple countries – then we could expect a 13% increase in TB deaths, bringing us back to the levels of TB mortality that we had 5 years ago. This may even be a conservative estimate as it does not factor in other possible impacts of the pandemic on TB transmission, treatment interruptions and poorer outcomes in people with TB and COVID-19 infection (Predicted impact of the COVID-19 pandemic on global tuberculosis deaths in 2020, P. Glaziou). Between 2020 and 2025 an additional 1.4 million TB deaths could be registered as a direct consequence of the COVID-19 pandemic (Stop TB Partnership analysis).All measures should be taken to ensure continuity of services for people who need preventive and curative treatment for tuberculosis (TB)."
What should health authorities do to provide sustainability of essential tuberculosis services during the COVID-19 pandemic?,"People-centred delivery of tuberculosis (TB) prevention, diagnosis, treatment and care services should be ensured in tandem with the COVID-19 response.Prevention: Measures must be implemented to limit transmission of TB and COVID-19 in congregate settings and health care facilities. Administrative, environmental and personal protection measures apply to both (e.g. basic infection prevention and control, cough etiquette, patient triage). Provision of TB preventive treatment should be maintained as much as possible.Diagnosis: Tests for TB and COVID-9 are different and both should be made available for individuals with respiratory symptoms, which may be similar for the two diseases. Treatment and care: People-centred outpatient and community-based care should be strongly preferred over hospital treatment for TB patients (unless serious conditions require hospitalization) to reduce opportunities for transmission. Anti-TB treatment, in line with the latest WHO guidelines, must be provided for all TB patients, including those in quarantine and those with confirmed COVID-19 disease. Adequate stocks of TB medicines should be provided to all patients to reduce trips to collect medicines.Use of digital health technologies for patients and programmes should be intensified. In line with WHO recommendations, technologies like electronic medication monitors and video-supported therapy can help patients complete their TB treatment."
How can health authorities ensure supplies of tuberculosis medicines and diagnostics?,"Appropriate planning and monitoring are essential to ensure that procurement and supply of tuberculosis (TB) medicines and diagnostics are not interrupted. WHO is monitoring medicine supply at the global level, while The Global Fund, the Stop TB Partnership Global Drug Facility (GDF), USAID, Unitaid and other donors play an essential role in supporting countries to secure adequate and sustainable supplies of TB medicines, drugs and diagnostics. Countries are advised to place their orders for 2020 delivery as soon as possible given anticipated delays in transport and delivery mechanisms."
What services can be leveraged across both diseases?,"The response to COVID-19 can benefit from the capacity building efforts developed for tuberculosis (TB) over many years of investment by national authorities and donors. These include infection prevention and control, contact tracing, household and community-based care, and surveillance and monitoring systems.Although modes of transmission of the two diseases are slightly different, administrative, environmental and personal protection measures apply to both (e.g. basic infection prevention and control, cough etiquette, patient triage). TB laboratory networks have been established in countries with the support of WHO and international partners. These networks as well as specimen transportation mechanisms could also be used for COVID-19 diagnosis and surveillance.Respiratory physicians, pulmonology staff of all grades, TB specialists and health workers at the primary health care level may be points of reference for patients with pulmonary complications of COVID-19. They should familiarize themselves with the most current WHO recommendations for the supportive treatment and containment of COVID-19. TB programme staff with their experience and capacity, including in active case finding and contact tracing, are well placed to support the COVID-19 response.Various digital technologies used in TB programmes can      support the COVID-19 response, including adherence support, electronic      medical records and eLearning."
"What measures should be in place to protect staff working in tuberculosis laboratories and healthcare facilities, and community health workers, from COVID-19 infection?","Health care facilities, including those that diagnose and care for tuberculosis (TB) and lung diseases, are bound to receive patients with COVID-19, many of whom may be undiagnosed. Additional measures may be needed to avoid that staff in these centres are exposed to
    COVID-19 infection.The Information Note includes additional, temporary measures that should be considered. These include alternative arrangements to reduce visits for TB follow-up, precautions for sputum collection, transportation and testing. The note also includes a description of ethical obligations in this setting.Existing WHO recommendations for infection prevention and control for TB and for COVID-19 should be strictly implemented, including personal protection equipment. Lessons learnt over many years of TB infection prevention and control, contact tracing, investigation
    and management can benefit efforts to stop the spread of COVID-19."
How can we protect people seeking tuberculosis care during the COVID-19 pandemic?,"In a context of widespread restriction of movement of the population in response to the pandemic and isolation of COVID-19 patients, communication with the healthcare services should be maintained so that people with tuberculosis (TB), especially those most vulnerable, get essential services. This includes management of adverse drug reactions and co-morbidities, nutritional and mental health support, and restocking of the supplies of medicines. Enough TB medicines will need to be dispensed to the patient or caregiver to last until the next visit. This will limit interruption or unnecessary visits to the clinic. Mechanisms to deliver medicines at home and even to collect specimens for follow-up testing may become expedient. Home-based TB treatment is bound to become more common. Alternative arrangements to reduce clinic visits may involve limiting appointments to specific times to avoid exposure to other clinic attendees; using digital technologies to maintain treatment support. Community health workers become more critical as treatment is more decentralized.More TB patients will probably start their treatment at home and therefore limiting the risk of household transmission of TB during the first few weeks is important. Vulnerable populations who have poor access to healthcare should not get further marginalized during the pandemic."
Can tuberculosis and COVID-19 be tested on the same type of specimen?,"The diagnostic methods for tuberculosis (TB) and COVID-19 are quite distinct and commonly require different specimens.  Sputum, as well as many other biological specimens, can be used to diagnose TB using culture or molecular techniques.Tests for COVID-19 are done most commonly by nasopharyngeal or oropharyngeal swab or wash in ambulatory patients, but sputum or endotracheal aspirate or bronchoalveolar lavage may be used in patients with severe respiratory disease.  Molecular testing is the currently recommended method for the identification of infectious COVID-19 and just as for TB, serological assays are not recommended for the routine diagnosis of COVID-19.The pipeline for COVID-19 diagnostics has flourished impressively within a few months. Amongst these is the Xpert® Xpress SARS-CoV-2 cartridge for use on GeneXpert machines, which are machines used in TB diagnosis. WHO is currently evaluating this cartridge as well as other tests. Additional resources to roll out COVID-19 testing should be mobilized rather than relying only on existing resources that are used for TB, to ensure that the diagnostic coverage for TB is maintained as necessary."
Should all people being evaluated for tuberculosis also be tested for COVID-19 and vice-versa?,"Testing of the same patient for both tuberculosis (TB) and COVID-19 would generally be indicated for three main reasons, subject to the specific setting in each country:clinical features that are common to both diseases; or simultaneous exposure to both diseases; orpresence of a risk factor As the pandemic advances, more people of all ages, including TB patients, will be exposed to COVID-19. The Information Note contains further considerations for simultaneous testing for the two diseases."
Is tuberculosis treatment different in people who have both TB and COVID-19?,"In most cases tuberculosis (TB) treatment is not different in people with or without COVID-19 infection. Experience on joint management of both COVID-19 infection and TB remains limited. However, suspension of TB treatment in COVID-19 patients should be exceptional. TB preventive treatment, treatment for drug-susceptible or drug-resistant TB disease should continue uninterrupted to safeguard the patient’s health, reduce transmission and prevent the development of drug-resistance. While treatment trials are ongoing, no medication is currently recommended for COVID-19 and therefore no cautions on drug-drug interactions are indicated at present. TB patients on treatment should nonetheless be asked if they are taking any medicines, including traditional cures, that may interact with their medication.Effective treatments to prevent TB and to treat active TB have been scaled up and are in use worldwide. The risk of death in TB patients approaches 50% if left untreated and may be higher in the elderly or in the presence of comorbidity. It is critical that TB services are not disrupted during the COVID-19 response.  Gathering evidence as this pandemic unfolds will be very important, while upholding the norms of professional conduct and patient confidentiality when handling clinical details."
Does the BCG vaccine protect people from COVID-19?,"There is no evidence at this point that the Bacille Calmette-Guérin vaccine (BCG) protects people against infection with COVID-19 virus. Clinical trials addressing this question are underway, and WHO will evaluate the evidence when it is available. In the absence of evidence, WHO does not recommend BCG vaccination for the prevention of COVID-19. WHO continues to recommend reserving BCG for neonatal vaccination in settings with a high risk of tuberculosis.More information"
"If safe and effective vaccines for COVID-19 are developed, who should be first to receive them?","If safe and effective vaccines for COVID-19 are developed, WHO believes that everyone, everywhere who could benefit from these vaccines should have access as quickly as possible, starting with those at highest risk.  WHO’s Strategic Advisory Group of Experts on Immunization (SAGE) has released two key documents to help guide the allocation and prioritization of populations to receive COVID-19 vaccines:•	The Values Framework for the allocation and prioritization of COVID-19 vaccination, which offers high-level guidance globally on the values and ethical considerations regarding allocation of COVID-19 vaccines between countries, and offers guidance nationally on the prioritization of groups for vaccination within countries while supply is limited.  •	The Roadmap for Prioritizing Population Groups for Vaccines against COVID-19, which suggests public health strategies and target priority groups for different levels of vaccine availability and epidemiologic settings.  Examples of target priority groups include frontline health and care workers at high risk of infection, older adults, and those people at high risk of death because of underlying conditions like heart disease and diabetes.  In addition, WHO led the development of a Fair Allocation Framework  that aims to ensure that successful COVID-19 vaccines and treatments are shared equitably across all countries. This framework a key part of the Access to COVID-19 Tools (ACT) Accelerator, a global collaboration to accelerate development, production, and equitable access to COVID-19 tests, treatments, and vaccines. The framework advises that once a COVID-19 vaccine is shown to be safe and effective, and authorized for use, all countries should receive doses in proportion to their population size to immunize the highest-priority groups. In the second phase, vaccines would continue to be deployed to all countries so that additional populations can be covered according to national priorities."
What is WHO doing to ensure that COVID-19 vaccines will be allocated fairly?,"WHO is one of the leaders of a global alliance known as COVAX, the vaccine pillar of the ACT-Accelerator collaboration, which is working to accelerate the development and manufacturing of COVID-19 vaccines and ensure that there is fair and equitable access to these vaccines for all countries. COVAX will allocate vaccines across countries according to a framework developed by a group that includes ethicists, scientists, and other health experts and vetted by WHO’s Member States. Under this framework, COVID-19 vaccines will be rolled out in two phases. In the first phase, they will be allocated according to population size to all participating countries at the same time, so as to protect those people at greatest risk of infection and of severe disease. WHO’s Strategic Advisory Group of Experts (SAGE) has provided recommendations about which populations should be prioritized first. These include frontline health and care workers at high risk of infection, older adults, and those people at high risk of death because of underlying conditions like heart disease and diabetes. In the second phase of the roll-out, as more doses are produced, the vaccine should go to groups less at risk of being infected or of suffering badly. COVAX aims to provide at least 2 billion vaccine doses by the end of 2021. Although that is not enough for everyone, it may be enough to end the acute stage of the crisis and put the world on the road to ending the pandemic."
How is WHO helping countries prepare for COVID-19 vaccines?,"Along with accelerating COVID-19 vaccine research and helping scale up manufacturing capacity, WHO is working in close partnership with countries, regional colleagues, and other partners to develop needed policies, strengthen regulatory capacity, training courses, and guide countries in all the needed preparations for a programme to deliver COVID-19 vaccines. WHO is developing detailed technical guidance and adaptable planning tools and templates to help countries plan ahead for a vaccine considering the many aspects of readiness that need to be put in place. These areas include planning and implementation, data and monitoring, supply and logistics, and acceptance and demand. To support initial preparations, a vaccine introduction readiness assessment tool (VIRAT) has also been developed and disseminated. Countries will use this tool to determine what components of readiness are complete and what components need further preparation. This will help ensure that COVID-19 vaccines reach those in need as soon as they are approved and available."
How is the research and development process being accelerated without compromising safety?,"WHO and its partners are committed to accelerating the development of a COVID-19 vaccine while maintaining the highest standards on safety.In the past, vaccines have been developed through a series of steps that can take many years. Now, given the urgent need for a COVID-19 vaccine, unprecedented financial investments and scientific collaborations are changing how vaccines are developed. This means that some of the steps in the research and development process are happening in parallel, while still maintaining strict clinical and safety standards. For example, some clinical trials are evaluating multiple vaccines at the same time. However, this does not make the studies any less rigorous.More information about COVID-19 vaccine development is available here."
What is WHO doing to help accelerate COVID-19 vaccine research?,"WHO is one of the leaders (with Gavi and CEPI) of a global effort known as COVAX, which is speeding up the search for safe and effective COVID-19 vaccines by pooling resources from many different countries. This includes the COVAX Facility, a global risk-sharing mechanism for pooled procurement and equitable distribution of eventual COVID-19 vaccines. In addition to investing in vaccine research and development, COVAX is helping scale up vaccine manufacturing capabilities and commiting to buy vaccine doses if vaccines are shown to be safe and effective, with the goal of distributing 2 billion doses where they’re needed most, worldwide, by the end of 2021. COVAX is the vaccine pillar of the Access to COVID-19 Tools (ACT) Accelerator, a global collaboration to accelerate development, production, and equitable access to COVID-19 tests, treatments, and vaccines.In addition, WHO is setting up “Solidarity” clinical trials that will efficiently evaluate potential COVID-19 vaccines at sites across the globe.More information about WHO’s work on COVID-19 vaccine research and development is available here."
What are human challenge studies? What is WHO’s view on these studies?,"In a regular vaccine study, one group of volunteers at risk for a disease is given an experimental vaccine, and another group is not; researchers monitor both groups over time and compare outcomes to see if the vaccine is safe and effective.In a human challenge vaccine study, healthy volunteers are given an experimental vaccine, and then deliberately exposed to the organism causing the disease to see if the vaccine works. Some scientists believe that this approach could accelerate COVID-19 vaccine development, in part because it would require far fewer volunteers than a typical study. However, there are important ethical considerations that must be addressed – particularly for a new disease like COVID-19, which we do not yet fully understand and are still learning how to treat; it may be difficult for the medical community and potential volunteers to properly estimate the potential risks of participating in a COVID-19 human challenge study. For more information, see this WHO publication on the ethics of COVID-19 human challenge studies."
Who should participate in clinical trials for COVID-19 vaccines?,"Small (phase I) safety studies of COVID-19 vaccines should enroll healthy adult volunteers. Larger (phase II and III) studies should include volunteers that reflect the populations for whom the vaccines are intended. This means enrolling people from diverse geographic areas, racial and ethnic backgrounds, genders, and ages, as well as those with underlying health conditions that put them at higher risk for COVID-19. Including these groups in clinical trials is the only way to make sure that a vaccine will be safe and effective for everyone who needs it."
How do I volunteer for a COVID-19 vaccine trial?,"Opportunities to volunteer for a COVID-19 vaccine trial vary from country to country. If you are interested in volunteering, check with local health officials or research institutions."
Is there a vaccine for COVID-19?,"Not yet. Many potential vaccines for COVID-19 are being studied, and several large clinical trials may report results later this year. If a vaccine is proven safe and effective, it must be approved by national regulators, manufactured to exacting standards, and distributed. WHO is working with partners around the world to help coordinate key steps in this process. Once a safe and effective vaccine is available, WHO will work to facilitate equitable access for the billions of people who will need it. More information about COVID-19 vaccine development is available here."
When will COVID-19 vaccines be ready for distribution?,"We don’t yet know exactly when a safe and effective COVID-19 vaccine will be ready for distribution, but we estimate that it could be in early to mid-2021. Before COVID-19 vaccines can be delivered, several important challenges must be overcome:The vaccines must be proven safe and effective in large (phase III) clinical trials. Many potential vaccines for COVID-19 are being studied, and some of the large clinical trials may report results in late 2020 or early 2021.A series of independent reviews of the efficacy and safety evidence is required, including regulatory review and approval in the country where the vaccine is manufactured, before WHO considers a vaccine product for prequalification. Part of this process also involves the Global Advisory Committee on Vaccine Safety.An external panel of experts convened by WHO, called SAGE, will analyze the results from clinical trials and along with evidence on the disease, age groups affected, risk factors for disease, and other information, they will recommend whether and how the vaccines should be used. Officials in individual countries will decide whether to approve the vaccines for national use and develop policies for how to use the vaccines in their country based on the WHO recommendations.The vaccines must be manufactured in large quantities, which will be a major and unprecedented challenge – all the while continuing to produce all the other important life-saving vaccines already in use.As a final step, vaccines will be distributed through a complex logistical process, with rigorous stock management and temperature control.WHO is working with partners around the world to accelerate every step of this process, while also ensuring the highest safety standards are met. More information is available here."
"How likely is it that safe, effective vaccines for COVID-19 will be developed?","WHO is cautiously optimistic that safe and effective vaccines for COVID-19 will be successfully developed. There is a robust pipeline of potential vaccines in development, and some have already advanced to large (phase III) clinical trials based on promising early data. But for now, we can’t be certain if or when a COVID-19 vaccine will be available. That is why we must not rely on a future vaccine to fight this pandemic – we must use all the tools we already have at our disposal, such as testing, contact tracing, physical distancing, and the use of masks.More information about COVID-19 vaccine development is available here."
How quickly could COVID-19 vaccines stop the pandemic?,"The impact of COVID-19 vaccines on the pandemic will depend on several factors.  These include factors such as the effectiveness of the vaccines; how quickly they are approved, manufactured, and delivered; and how many people get vaccinated.  Most scientists anticipate that, like most other vaccines, COVID-19 vaccines will not be 100% effective. WHO is working to help ensure that any approved vaccines are as effective as possible, so they can have the greatest impact on the pandemic."
What types of COVID-19 vaccines are being developed? How would they work?,"Scientists around the world are developing many potential vaccines for COVID-19. These vaccines are all designed to teach the body’s immune system to safely recognize and block the virus that causes COVID-19.Several different types of potential vaccines for COVID-19 are in development, including:Inactivated or weakened virus vaccines, which use a form of the virus that has been inactivated or weakened so it doesn’t cause disease, but still generates an immune response.Protein-based vaccines, which use harmless fragments of proteins or protein shells that mimic the COVID-19 virus to safely generate an immune response.Viral vector vaccines, which use a virus that has been genetically engineered so that it can’t cause disease, but produces coronavirus proteins to safely generate an immune response.RNA and DNA vaccines, a cutting-edge approach that uses genetically engineered RNA or DNA to generate a protein that itself safely prompts an immune response.For more information about all COVID-19 vaccines in development, see this WHO publication, which is being updated regularly."
How will we know if COVID-19 vaccines are safe?,"There are many strict protections in place to help ensure that COVID-19 vaccines will be safe. Like all vaccines, COVID-19 vaccines should go through a rigorous, multi-stage testing process, including large (phase III) trials that involve tens of thousands of people. These trials, which include people at high risk for COVID-19, are specifically designed to identify any common side effects or other safety concerns.If a clinical trial shows that a COVID-19 vaccine is safe and effective, a series of independent reviews of the efficacy and safety evidence is required, including regulatory review and approval in the country where the vaccine is manufactured, before WHO considers a vaccine product for prequalification. Part of this process also involves a review of all the safety evidence by the Global Advisory Committee on Vaccine Safety.An external panel of experts convened by WHO will analyze the results from clinical trials and along with evidence on the disease, age groups affected, risk factors for disease, and other information, will recommend whether and how the vaccines should be used. Officials in individual countries will decide whether to approve the vaccines for national use and develop policies for how to use the vaccines in their country based on the WHO recommendations.After a COVID-19 vaccine is introduced, WHO will support work with vaccine manufacturers, health officials in each country, and other partners to monitor for any safety concerns on an ongoing basis."
Will other vaccines help protect me from COVID-19?,"Currently, there is no evidence that any existing vaccines will protect against COVID-19. However, scientists are studying whether some existing vaccines – such as the Bacille Calmette-Guérin (BCG) vaccine, which is used to prevent tuberculosis – are also effective for COVID-19.  WHO will evaluate evidence from these studies when available."
Will COVID-19 vaccines provide long-term protection?,"It’s too early to know if COVID-19 vaccines will provide long-term protection. Additional research is needed to answer this question. However, it’s encouraging that available data suggest that most people who recover from COVID-19 develop an immune response that provides at least some protection against reinfection – although we’re still learning how strong this protection is, and how long it lasts. It’s also not yet clear how many doses of a COVID-19 vaccine will be needed. Most COVID-19 vaccine being tested now are using two dose regimens."
What is ventilation?,Ventilation is the intentional introduction of fresh air into a space while the stale air is removed. It is done to maintain the quality of air in that space.
What is WHO doing to address ventilation in the context of COVID-19?,"WHO has contributed to guidance on ventilation and air-conditioning systems in the context of COVID-19, available here.WHO works closely with the World Meteorological Organization Joint Office for Climate and Health and the United States National Oceanic and Atmospheric Administration (NOAA) through the Global Heat Health Information Network to develop and update this guidance.More Q&As on COVID-19 and ventilation in public spaces and buildings are available here."
